CNAE	Setor / Indústria	Categoria
0111-3/01	Agricultura	Produtor
0111-3/02	Agricultura	Produtor
0111-3/03	Agricultura	Produtor
0111-3/99	Agricultura	Produtor
0112-1/01	Agricultura	Produtor
0112-1/02	Agricultura	Produtor
0112-1/99	Agricultura	Produtor
0113-0/00	Agricultura	Produtor
0114-8/00	Agricultura	Produtor
0115-6/00	Agricultura	Produtor
0116-4/01	Agricultura	Produtor
0116-4/02	Agricultura	Produtor
0116-4/03	Agricultura	Produtor
0116-4/99	Agricultura	Produtor
0119-9/01	Agricultura	Produtor
0119-9/02	Agricultura	Produtor
0119-9/03	Agricultura	Produtor
0119-9/04	Agricultura	Produtor
0119-9/05	Agricultura	Produtor
0119-9/06	Agricultura	Produtor
0119-9/07	Agricultura	Produtor
0119-9/08	Agricultura	Produtor
0119-9/09	Agricultura	Produtor
0119-9/99	Agricultura	Produtor
0121-1/01	Agricultura	Produtor
0121-1/02	Agricultura	Produtor
0122-9/00	Agricultura	Produtor
0131-8/00	Agricultura	Produtor
0132-6/00	Agricultura	Produtor
0133-4/01	Agricultura	Produtor
0133-4/02	Agricultura	Produtor
0133-4/03	Agricultura	Produtor
0133-4/04	Agricultura	Produtor
0133-4/05	Agricultura	Produtor
0133-4/06	Agricultura	Produtor
0133-4/07	Agricultura	Produtor
0133-4/08	Agricultura	Produtor
0133-4/09	Agricultura	Produtor
0133-4/10	Agricultura	Produtor
0133-4/11	Agricultura	Produtor
0133-4/99	Agricultura	Produtor
0134-2/00	Agricultura	Produtor
0135-1/00	Agricultura	Produtor
0139-3/01	Agricultura	Produtor
0139-3/02	Agricultura	Produtor
0139-3/03	Agricultura	Produtor
0139-3/04	Agricultura	Produtor
0139-3/05	Agricultura	Produtor
0139-3/06	Agricultura	Produtor
0139-3/99	Agricultura	Produtor
0141-5/01	Agricultura	Insumos - Agro
0141-5/02	Agricultura	Insumos - Agro
0142-3/00	Agricultura	Insumos - Agro
0151-2/01	Pecuária	Produtor
0151-2/02	Pecuária	Produtor
0151-2/03	Pecuária	Produtor
0152-1/01	Pecuária	Produtor
0152-1/02	Pecuária	Produtor
0152-1/03	Pecuária	Produtor
0153-9/01	Pecuária	Produtor
0153-9/02	Pecuária	Produtor
0154-7/00	Pecuária	Produtor
0155-5/01	Pecuária	Produtor
0155-5/02	Pecuária	Produtor
0155-5/03	Pecuária	Produtor
0155-5/04	Pecuária	Produtor
0155-5/05	Pecuária	Produtor
0159-8/01	Agricultura	Produtor
0159-8/02	Serviços	Outros Produtores
0159-8/03	Agricultura	Produtor
0159-8/04	Agricultura	Produtor
0159-8/99	Serviços	Outros Produtores
0161-0/01	Agricultura	Serviços Diretos
0161-0/02	Agricultura	Serviços Diretos
0161-0/03	Agricultura	Serviços Diretos
0161-0/99	Agricultura	Serviços Diretos
0162-8/01	Pecuária	Serviços Diretos
0162-8/02	Pecuária	Serviços Diretos
0162-8/03	Pecuária	Serviços Diretos
0162-8/99	Pecuária	Serviços Diretos
0163-6/00	Agricultura	Serviços Diretos
0170-9/00	Agricultura	Serviços Diretos
0210-1/01	Agricultura	Produtor
0210-1/02	Agricultura	Produtor
0210-1/03	Agricultura	Produtor
0210-1/04	Agricultura	Produtor
0210-1/05	Agricultura	Produtor
0210-1/06	Agricultura	Produtor
0210-1/07	Agricultura	Serviços Diretos
0210-1/08	Agricultura	Produtor
0210-1/09	Agricultura	Produtor
0210-1/99	Agricultura	Produtor
0220-9/01	Agricultura	Serviços Diretos
0220-9/02	Agricultura	Produtor
0220-9/03	Agricultura	Serviços Diretos
0220-9/04	Agricultura	Serviços Diretos
0220-9/05	Agricultura	Serviços Diretos
0220-9/06	Conservação Ambiental	Serviços Diretos
0220-9/99	Agricultura	Serviços Diretos
0230-6/00	Agricultura	Serviços Diretos
0311-6/01	Pesca	Produtor
0311-6/02	Pesca	Produtor
0311-6/03	Pesca	Serviços Diretos
0311-6/04	Pesca	Serviços Diretos
0312-4/01	Pesca	Produtor
0312-4/02	Pesca	Produtor
0312-4/03	Pesca	Serviços Diretos
0312-4/04	Pesca	Serviços Diretos
0321-3/01	Pesca	Produtor
0321-3/02	Pesca	Produtor
0321-3/03	Pesca	Produtor
0321-3/04	Pesca	Produtor
0321-3/05	Pesca	Serviços Diretos
0321-3/99	Pesca	Produtor
0322-1/01	Pesca	Produtor
0322-1/02	Pesca	Produtor
0322-1/03	Pesca	Produtor
0322-1/04	Pesca	Produtor
0322-1/05	Pesca	Produtor
0322-1/06	Pesca	Produtor
0322-1/07	Pesca	Serviços Diretos
0322-1/99	Pesca	Produtor
0500-3/01	Energia	Extrativismo
0500-3/02	Energia	Beneficiamento
0600-0/01	Energia	Extrativismo
0600-0/02	Mineração	Extrativismo
0600-0/03	Mineração	Extrativismo
0710-3/01	Mineração	Extrativismo
0710-3/02	Mineração	Beneficiamento
0721-9/01	Mineração	Extrativismo
0721-9/02	Mineração	Beneficiamento
0722-7/01	Mineração	Extrativismo
0722-7/02	Mineração	Beneficiamento
0723-5/01	Mineração	Extrativismo
0723-5/02	Mineração	Beneficiamento
0724-3/01	Mineração	Extrativismo
0724-3/02	Mineração	Beneficiamento
0725-1/00	Mineração	Extrativismo
0729-4/01	Mineração	Extrativismo
0729-4/02	Mineração	Extrativismo
0729-4/03	Mineração	Extrativismo
0729-4/04	Mineração	Extrativismo
0729-4/05	Mineração	Beneficiamento
0810-0/01	Mineração	Extrativismo
0810-0/02	Mineração	Extrativismo
0810-0/03	Mineração	Extrativismo
0810-0/04	Mineração	Extrativismo
0810-0/05	Mineração	Extrativismo
0810-0/06	Mineração	Extrativismo
0810-0/07	Mineração	Extrativismo
0810-0/08	Mineração	Extrativismo
0810-0/09	Mineração	Extrativismo
0810-0/10	Mineração	Beneficiamento
0810-0/99	Mineração	Extrativismo
0891-6/00	Mineração	Extrativismo
0892-4/01	Mineração	Extrativismo
0892-4/02	Mineração	Extrativismo
0892-4/03	Mineração	Beneficiamento
0893-2/00	Mineração	Extrativismo
0899-1/01	Mineração	Extrativismo
0899-1/02	Mineração	Extrativismo
0899-1/03	Mineração	Extrativismo
0899-1/99	Mineração	Extrativismo
0910-6/00	Mineração	Apoio
0990-4/01	Mineração	Apoio
0990-4/02	Mineração	Apoio
0990-4/03	Mineração	Apoio
1011-2/01	Pecuária	Processamento - Agro
1011-2/02	Pecuária	Processamento - Agro
1011-2/03	Pecuária	Processamento - Agro
1011-2/04	Pecuária	Processamento - Agro
1011-2/05	Pecuária	Processamento - Agro
1012-1/01	Pecuária	Processamento - Agro
1012-1/02	Pecuária	Processamento - Agro
1012-1/03	Pecuária	Processamento - Agro
1012-1/04	Pecuária	Processamento - Agro
1013-9/01	Pecuária	Processamento - Agro
1013-9/02	Pecuária	Processamento - Agro
1020-1/01	Pecuária	Processamento - Agro
1020-1/02	Pesca	Processamento - Agro
1031-7/00	Agricultura	Processamento - Agro
1032-5/01	Agricultura	Processamento - Agro
1032-5/99	Agricultura	Processamento - Agro
1033-3/01	Agricultura	Processamento - Agro
1033-3/02	Agricultura	Processamento - Agro
1041-4/00	Agricultura	Processamento - Agro
1042-2/00	Agricultura	Processamento - Agro
1043-1/00	Agricultura	Processamento - Agro
1051-1/00	Pecuária	Processamento - Agro
1052-0/00	Pecuária	Processamento - Agro
1053-8/00	Agricultura	Processamento - Agro
1061-9/01	Agricultura	Processamento - Agro
1061-9/02	Agricultura	Processamento - Agro
1062-7/00	Agricultura	Processamento - Agro
1063-5/00	Agricultura	Processamento - Agro
1064-3/00	Agricultura	Processamento - Agro
1065-1/01	Agricultura	Processamento - Agro
1065-1/02	Agricultura	Processamento - Agro
1065-1/03	Agricultura	Processamento - Agro
1066-0/00	Agricultura	Processamento - Agro
1069-4/00	Agricultura	Processamento - Agro
1071-6/00	Agricultura	Processamento - Agro
1072-4/01	Agricultura	Processamento - Agro
1072-4/02	Agricultura	Processamento - Agro
1081-3/01	Agricultura	Processamento - Agro
1081-3/02	Agricultura	Processamento - Agro
1082-1/00	Agricultura	Processamento - Agro
1091-1/01	Alimentos	Fabricante
1091-1/02	Alimentos	Fabricante
1092-9/00	Alimentos	Fabricante
1093-7/01	Alimentos	Fabricante
1093-7/02	Alimentos	Fabricante
1094-5/00	Alimentos	Fabricante
1095-3/00	Alimentos	Fabricante
1096-1/00	Alimentos	Fabricante
1099-6/01	Alimentos	Fabricante
1099-6/02	Alimentos	Fabricante
1099-6/03	Alimentos	Fabricante
1099-6/04	Alimentos	Fabricante
1099-6/05	Alimentos	Fabricante
1099-6/06	Alimentos	Fabricante
1099-6/07	Alimentos	Fabricante
1099-6/99	Alimentos	Fabricante
1111-9/01	Bebidas	Fabricante
1111-9/02	Bebidas	Fabricante
1112-7/00	Bebidas	Fabricante
1113-5/01	Bebidas	Fabricante
1113-5/02	Bebidas	Fabricante
1121-6/00	Bebidas	Fabricante
1122-4/01	Bebidas	Fabricante
1122-4/02	Bebidas	Fabricante
1122-4/03	Bebidas	Fabricante
1122-4/04	Bebidas	Fabricante
1122-4/99	Bebidas	Fabricante
1210-7/00	Fumo	Beneficiamento
1220-4/01	Fumo	Fabricante
1220-4/02	Fumo	Fabricante
1220-4/03	Fumo	Fabricante
1220-4/99	Fumo	Fabricante
1311-1/00	Têxtil	Beneficiamento
1312-0/00	Têxtil	Beneficiamento
1313-8/00	Têxtil	Fabricante
1314-6/00	Têxtil	Fabricante
1321-9/00	Têxtil	Fabricante
1322-7/00	Têxtil	Fabricante
1323-5/00	Têxtil	Fabricante
1330-8/00	Têxtil	Fabricante
1340-5/01	Têxtil	Beneficiamento
1340-5/02	Têxtil	Beneficiamento
1340-5/99	Têxtil	Beneficiamento
1351-1/00	Têxtil	Fabricante
1352-9/00	Têxtil	Fabricante
1353-7/00	Têxtil	Fabricante
1354-5/00	Têxtil	Fabricante
1359-6/00	Têxtil	Fabricante
1411-8/01	Vestuário	Fabricante
1411-8/02	Vestuário	Beneficiamento
1412-6/01	Vestuário	Fabricante
1412-6/02	Vestuário	Beneficiamento
1412-6/03	Vestuário	Beneficiamento
1413-4/01	Vestuário	Fabricante
1413-4/02	Vestuário	Beneficiamento
1413-4/03	Vestuário	Beneficiamento
1414-2/00	Vestuário	Fabricante
1421-5/00	Vestuário	Fabricante
1422-3/00	Vestuário	Fabricante
1510-6/00	Couro e Calçados	Beneficiamento
1521-1/00	Couro e Calçados	Fabricante
1529-7/00	Couro e Calçados	Fabricante
1531-9/01	Couro e Calçados	Fabricante
1531-9/02	Couro e Calçados	Beneficiamento
1532-7/00	Couro e Calçados	Fabricante
1533-5/00	Couro e Calçados	Fabricante
1539-4/00	Couro e Calçados	Fabricante
1540-8/00	Couro e Calçados	Fabricante
1610-2/01	Ind. da Madeira	Beneficiamento
1610-2/02	Ind. da Madeira	Beneficiamento
1621-8/00	Ind. da Madeira	Fabricante
1622-6/01	Ind. da Madeira	Fabricante
1622-6/02	Ind. da Madeira	Fabricante
1622-6/99	Ind. da Madeira	Fabricante
1623-4/00	Ind. da Madeira	Fabricante
1629-3/01	Ind. da Madeira	Fabricante
1629-3/02	Ind. da Madeira	Fabricante
1710-9/00	Celulose e Papel	Fabricante
1721-4/00	Celulose e Papel	Fabricante
1722-2/00	Celulose e Papel	Fabricante
1731-1/00	Ind.de Papel e Papelão	Fabricante
1732-0/00	Ind. de Papel e Papelão	Fabricante
1733-8/00	Ind. de Papel e Papelão	Fabricante
1741-9/01	Ind. de Papel e Papelão	Fabricante
1741-9/02	Ind. de Papel e Papelão	Fabricante
1742-7/01	Ind. de Papel e Papelão	Fabricante
1742-7/02	Ind. de Papel e Papelão	Fabricante
1742-7/99	Ind. de Papel e Papelão	Fabricante
1749-4/00	Ind. de Papel e Papelão	Fabricante
1811-3/01	Ind. Gráfica	Beneficiamento
1811-3/02	Ind. Gráfica	Beneficiamento
1812-1/00	Ind. Gráfica	Beneficiamento
1813-0/01	Ind. Gráfica	Beneficiamento
1813-0/99	Ind. Gráfica	Beneficiamento
1821-1/00	Ind. Gráfica	Beneficiamento
1822-9/01	Ind. Gráfica	Beneficiamento
1822-9/99	Ind. Gráfica	Beneficiamento
1830-0/01	Ind.Fono E Grav de Música	Fabricante
1830-0/02	Ind.Fono E Grav de Música	Fabricante
1830-0/03	Ind.Fono E Grav de Música	Fabricante
1910-1/00	Ind.Química	Fabricante
1921-7/00	Ind.Química	Fabricante
1922-5/01	Ind.Química	Fabricante
1922-5/02	Ind.Química	Fabricante
1922-5/99	Ind.Química	Fabricante
1931-4/00	Ind.Química	Fabricante
1932-2/00	Ind.Química	Fabricante
2011-8/00	Ind.Química	Fabricante
2012-6/00	Ind.Química	Fabricante
2013-4/01	Ind.Química	Fabricante
2013-4/02	Ind.Química	Fabricante
2014-2/00	Ind.Química	Fabricante
2019-3/01	Ind.Química	Fabricante
2019-3/99	Ind.Química	Fabricante
2021-5/00	Ind.Química	Fabricante
2022-3/00	Ind.Química	Fabricante
2029-1/00	Ind.Química	Fabricante
2031-2/00	Ind.Química	Fabricante
2032-1/00	Ind.Química	Fabricante
2033-9/00	Ind.Química	Fabricante
2040-1/00	Ind.Química	Fabricante
2051-7/00	Ind.Química	Insumos - Agro
2052-5/00	Ind.Química	Fabricante
2061-4/00	Ind.Química	Fabricante
2062-2/00	Ind.Química	Fabricante
2063-1/00	Ind.Química	Fabricante
2071-1/00	Ind.Química	Fabricante
2072-0/00	Ind.Química	Fabricante
2073-8/00	Ind.Química	Fabricante
2091-6/00	Ind.Química	Fabricante
2092-4/01	Ind.Química	Fabricante
2092-4/02	Ind.Química	Fabricante
2092-4/03	Ind.Química	Fabricante
2093-2/00	Ind.Química	Fabricante
2094-1/00	Ind.Química	Fabricante
2099-1/99	Ind.Química	Fabricante
2110-6/00	Ind.Farmacêutica	Fabricante
2121-1/01	Ind.Farmacêutica	Fabricante
2121-1/02	Ind.Farmacêutica	Fabricante
2121-1/03	Ind.Farmacêutica	Fabricante
2122-0/00	Ind.Farmacêutica	Fabricante
2123-8/00	Ind.Farmacêutica	Fabricante
2211-1/00	Ind. de Borracha	Fabricante
2212-9/00	Ind. de Borracha	Fabricante
2219-6/00	Ind. de Borracha	Fabricante
2221-8/00	Ind. de Borracha	Fabricante
2222-6/00	Ind. de Borracha	Fabricante
2223-4/00	Ind. de Borracha	Fabricante
2229-3/01	Ind. de Borracha	Fabricante
2229-3/02	Ind. de Borracha	Fabricante
2229-3/03	Ind.de Plásticos	Fabricante
2229-3/99	Ind.de Plásticos e Borrachas	Fabricante
2311-7/00	Ind.de Plásticos e Borrachas	Fabricante
2312-5/00	Ind.de Plásticos e Borrachas	Fabricante
2319-2/00	Ind.de Plásticos e Borrachas	Fabricante
2320-6/00	Ind. de Vidro e Cerâmica	Fabricante
2330-3/01	Ind. de Vidro e Cerâmica	Fabricante
2330-3/02	Ind. de Vidro e Cerâmica	Fabricante
2330-3/03	Construção Civil	Fabricante
2330-3/04	Construção Civil	Fabricante
2330-3/05	Construção Civil	Fabricante
2330-3/99	Construção Civil	Fabricante
2341-9/00	Construção Civil	Fabricante
2342-7/01	Construção Civil	Fabricante
2342-7/02	Construção Civil	Fabricante
2349-4/01	Ind.de Cerâmica	Fabricante
2349-4/99	Ind.de Cerâmica	Fabricante
2391-5/01	Ind.de Cerâmica	Fabricante
2391-5/02	Ind.de Cerâmica	Fabricante
2391-5/03	Ind.de Cerâmica	Fabricante
2392-3/00	Ind. de Minerais Não-Metálicos	Fabricante
2399-1/01	Ind. de Minerais Não-Metálicos	Fabricante
2399-1/02	Ind. de Minerais Não-Metálicos	Fabricante
2399-1/99	Ind. de Minerais Não-Metálicos	Fabricante
2411-3/00	Ind. de Minerais Não-Metálicos	Fabricante
2412-1/00	Ind. de Minerais Não-Metálicos	Fabricante
2421-1/00	Ind. de Minerais Não-Metálicos	Fabricante
2422-9/01	Ind.Metalúrgica	Fabricante
2422-9/02	Ind.Metalúrgica	Fabricante
2423-7/01	Ind.Metalúrgica	Fabricante
2423-7/02	Ind.Metalúrgica	Fabricante
2424-5/01	Ind.Metalúrgica	Fabricante
2424-5/02	Ind.Metalúrgica	Fabricante
2431-8/00	Ind.Metalúrgica	Fabricante
2439-3/00	Ind.Metalúrgica	Fabricante
2441-5/01	Ind.Metalúrgica	Fabricante
2441-5/02	Ind.Metalúrgica	Fabricante
2442-3/00	Ind.Metalúrgica	Fabricante
2443-1/00	Ind.Metalúrgica	Fabricante
2449-1/01	Ind.Metalúrgica	Fabricante
2449-1/02	Ind.Metalúrgica	Fabricante
2449-1/03	Ind.Metalúrgica	Fabricante
2449-1/99	Ind.Metalúrgica	Fabricante
2451-2/00	Ind.Metalúrgica	Fabricante
2452-1/00	Ind.Metalúrgica	Fabricante
2511-0/00	Ind.Metalúrgica	Fabricante
2512-8/00	Ind.Metalúrgica	Fabricante
2513-6/00	Ind.Metalúrgica	Fabricante
2521-7/00	Ind. de Máquinas e Equip	Fabricante
2522-5/00	Ind. de Máquinas e Equip	Fabricante
2531-4/01	Ind. de Máquinas e Equip	Fabricante
2531-4/02	Ind. de Máquinas e Equip	Fabricante
2532-2/01	Ind. de Máquinas e Equip	Fabricante
2532-2/02	Ind. de Máquinas e Equip	Fabricante
2539-0/01	Ind. de Máquinas e Equip	Fabricante
2539-0/02	Ind. de Máquinas e Equip	Fabricante
2541-1/00	Ind. de Máquinas e Equip	Fabricante
2542-0/00	Ind. de Máquinas e Equip	Fabricante
2543-8/00	Ind. de Máquinas e Equip	Fabricante
2550-1/01	Ind. de Máquinas e Equip	Fabricante
2550-1/02	Ind. de Máquinas e Equip	Fabricante
2591-8/00	Ind. de Máquinas e Equip	Fabricante
2592-6/01	Ind. de Máquinas e Equip	Fabricante
2592-6/02	Ind. de Máquinas e Equip	Fabricante
2593-4/00	Ind. de Máquinas e Equip	Fabricante
2599-3/01	Ind. de Máquinas e Equip	Fabricante
2599-3/02	Ind. de Máquinas e Equip	Fabricante
2599-3/99	Ind. de Máquinas e Equip	Fabricante
2610-8/00	Ind. de Máquinas e Equip	Fabricante
2621-3/00	Ind. de Máquinas e Equip	Fabricante
2622-1/00	Ind. de Máquinas e Equip	Fabricante
2631-1/00	Ind. Elétricos e Eletrônicos	Fabricante
2632-9/00	Ind. Elétricos e Eletrônicos	Fabricante
2640-0/00	Ind. Elétricos e Eletrônicos	Fabricante
2651-5/00	Ind. Elétricos e Eletrônicos	Fabricante
2652-3/00	Ind. Elétricos e Eletrônicos	Fabricante
2660-4/00	Ind. Elétricos e Eletrônicos	Fabricante
2670-1/01	Ind. Elétricos e Eletrônicos	Fabricante
2670-1/02	Ind. Elétricos e Eletrônicos	Fabricante
2680-9/00	Ind. Elétricos e Eletrônicos	Fabricante
2710-4/01	Ind. Elétricos e Eletrônicos	Fabricante
2710-4/02	Ind. Elétricos e Eletrônicos	Fabricante
2710-4/03	Ind. Elétricos e Eletrônicos	Fabricante
2721-0/00	Ind. Elétricos e Eletrônicos	Fabricante
2722-8/01	Ind. Elétricos e Eletrônicos	Fabricante
2722-8/02	Ind. Elétricos e Eletrônicos	Fabricante
2731-7/00	Ind. Elétricos e Eletrônicos	Fabricante
2732-5/00	Ind. Elétricos e Eletrônicos	Fabricante
2733-3/00	Ind. Elétricos e Eletrônicos	Fabricante
2740-6/01	Ind. Elétricos e Eletrônicos	Fabricante
2740-6/02	Ind. Elétricos e Eletrônicos	Fabricante
2751-1/00	Ind. Elétricos e Eletrônicos	Fabricante
2759-7/01	Ind. Elétricos e Eletrônicos	Fabricante
2759-7/99	Ind. Elétricos e Eletrônicos	Fabricante
2790-2/01	Ind. Elétricos e Eletrônicos	Fabricante
2790-2/02	Ind. Elétricos e Eletrônicos	Fabricante
2790-2/99	Ind. Elétricos e Eletrônicos	Fabricante
2811-9/00	Ind. Elétricos e Eletrônicos	Fabricante
2812-7/00	Ind. Elétricos e Eletrônicos	Fabricante
2813-5/00	Ind. Elétricos e Eletrônicos	Fabricante
2814-3/01	Ind. Bens de capital	Fabricante
2814-3/02	Ind. Bens de capital	Fabricante
2815-1/01	Ind. Bens de capital	Fabricante
2815-1/02	Ind. Bens de capital	Fabricante
2821-6/01	Ind. Bens de capital	Fabricante
2821-6/02	Ind. Bens de capital	Fabricante
2822-4/01	Ind. Bens de capital	Fabricante
2822-4/02	Ind. Bens de capital	Fabricante
2823-2/00	Ind. Refrigeração	Fabricante
2824-1/01	Ind. Refrigeração	Fabricante
2824-1/02	Ind. Refrigeração	Fabricante
2825-9/00	Ind. Saneamento	Fabricante
2829-1/01	Ind. Bens de capital	Fabricante
2829-1/99	Ind. Bens de capital	Fabricante
2831-3/00	Ind. Bens de capital	Insumos - Agro
2832-1/00	Ind. Bens de capital	Insumos - Agro
2833-0/00	Ind. Bens de capital	Fabricante
2840-2/00	Ind. Bens de capital	Fabricante
2851-8/00	Ind. Bens de capital	Fabricante
2852-6/00	Ind. Bens de capital	Fabricante
2853-4/00	Ind. Bens de capital	Fabricante
2854-2/00	Ind. Bens de capital	Fabricante
2861-5/00	Ind. Bens de capital	Fabricante
2862-3/00	Ind. Bens de capital	Fabricante
2863-1/00	Ind. Bens de capital	Fabricante
2864-0/00	Ind. Bens de capital	Fabricante
2865-8/00	Ind. Bens de capital	Fabricante
2866-6/00	Ind. Bens de capital	Fabricante
2869-1/00	Ind. Bens de capital	Fabricante
2910-7/01	Ind. Automotiva	Fabricante
2910-7/02	Ind. Automotiva	Fabricante
2910-7/03	Ind. Automotiva	Fabricante
2920-4/01	Ind. Automotiva	Fabricante
2920-4/02	Ind. Automotiva	Fabricante
2930-1/01	Ind. Automotiva	Fabricante
2930-1/02	Ind. Automotiva	Fabricante
2930-1/03	Ind. Automotiva	Fabricante
2941-7/00	Ind. Automotiva	Fabricante
2942-5/00	Ind. Automotiva	Fabricante
2943-3/00	Ind. Automotiva	Fabricante
2944-1/00	Ind. Automotiva	Fabricante
2945-0/00	Ind. Automotiva	Fabricante
2949-2/01	Ind. Automotiva	Fabricante
2949-2/99	Ind. Automotiva	Fabricante
2950-6/00	Ind. Automotiva	Serviços
3011-3/01	Ind. Naval	Fabricante
3011-3/02	Ind. Naval	Fabricante
3012-1/00	Ind. Naval	Fabricante
3031-8/00	Ind. Ferroviaria 	Fabricante
3032-6/00	Ind. Ferroviaria 	Fabricante
3041-5/00	Ind. Aeronáutica	Fabricante
3042-3/00	Ind. Militar	Fabricante
3050-4/00	Ind.de Motocicletas	Fabricante
3091-1/01	Ind.de Motocicletas	Fabricante
3091-1/02	Ind.de Motocicletas	Fabricante
3092-0/00	Ind.de Bicicletas	Fabricante
3099-7/00	Outras Industrias	Fabricante
3101-2/00	Outras Industrias	Fabricante
3102-1/00	Outras Industrias	Fabricante
3103-9/00	Outras Industrias	Fabricante
3104-7/00	Outras Industrias	Fabricante
3211-6/01	Outras Industrias	Fabricante
3211-6/02	Outras Industrias	Fabricante
3211-6/03	Outras Industrias	Fabricante
3212-4/00	Outras Industrias	Fabricante
3220-5/00	Outras Industrias	Fabricante
3230-2/00	Outras Industrias	Fabricante
3240-0/01	Outras Industrias	Fabricante
3240-0/02	Outras Industrias	Fabricante
3240-0/03	Outras Industrias	Fabricante
3240-0/99	Outras Industrias	Fabricante
3250-7/01	Outras Industrias	Fabricante
3250-7/02	Outras Industrias	Fabricante
3250-7/03	Outras Industrias	Fabricante
3250-7/04	Outras Industrias	Fabricante
3250-7/05	Outras Industrias	Fabricante
3250-7/06	Outras Industrias	Fabricante
3250-7/07	Outras Industrias	Fabricante
3250-7/09	Outras Industrias	Serviços
3291-4/00	Outras Industrias	Fabricante
3292-2/01	Outras Industrias	Fabricante
3292-2/02	Outras Industrias	Fabricante
3299-0/01	Outras Industrias	Fabricante
3299-0/02	Outras Industrias	Fabricante
3299-0/03	Outras Industrias	Fabricante
3299-0/04	Outras Industrias	Fabricante
3299-0/05	Outras Industrias	Fabricante
3299-0/06	Outras Industrias	Fabricante
3299-0/99	Outras Industrias	Fabricante
3311-2/00	Manutenção	Serviços
3312-1/02	Manutenção	Serviços
3312-1/03	Manutenção	Serviços
3312-1/04	Manutenção	Serviços
3313-9/01	Manutenção	Serviços
3313-9/02	Manutenção	Serviços
3313-9/99	Manutenção	Serviços
3314-7/01	Manutenção	Serviços
3314-7/02	Manutenção	Serviços
3314-7/03	Manutenção	Serviços
3314-7/04	Manutenção	Serviços
3314-7/05	Manutenção	Serviços
3314-7/06	Manutenção	Serviços
3314-7/07	Manutenção	Serviços
3314-7/08	Manutenção	Serviços
3314-7/09	Manutenção	Serviços
3314-7/10	Manutenção	Serviços
3314-7/11	Manutenção	Serviços
3314-7/12	Manutenção	Serviços
3314-7/13	Manutenção	Serviços
3314-7/14	Manutenção	Serviços
3314-7/15	Manutenção	Serviços
3314-7/16	Manutenção	Serviços
3314-7/17	Manutenção	Serviços
3314-7/18	Manutenção	Serviços
3314-7/19	Manutenção	Serviços
3314-7/20	Manutenção	Serviços
3314-7/21	Manutenção	Serviços
3314-7/22	Manutenção	Serviços
3314-7/99	Manutenção	Serviços
3315-5/00	Manutenção	Serviços
3316-3/01	Manutenção	Serviços
3316-3/02	Manutenção	Serviços
3317-1/01	Manutenção	Serviços
3317-1/02	Manutenção	Serviços
3319-8/00	Manutenção	Serviços
3321-0/00	Ind. Bens de Capital	Serviços
3329-5/01	Construção Civil	Serviços
3329-5/99	Ind. Bens de Capital	Serviços
3511-5/01	Energia	Serviços
3511-5/02	Energia	Serviços
3512-3/00	Energia	Serviços
3513-1/00	Energia	Serviços
3514-0/00	Energia	Serviços
3520-4/01	Energia	Serviços
3520-4/02	Energia	Serviços
3530-1/00	Energia	Serviços
3600-6/01	Energia	Serviços
3600-6/02	Energia	Serviços
3701-1/00	Energia	Serviços
3702-9/00	Energia	Serviços
3811-4/00	Meio Ambiente	Serviços
3812-2/00	Meio Ambiente	Serviços
3821-1/00	Meio Ambiente	Serviços
3822-0/00	Meio Ambiente	Serviços
3831-9/01	Reciclagem	Serviços
3831-9/99	Reciclagem	Serviços
3832-7/00	Reciclagem	Serviços
3839-4/01	Meio Ambiente	Serviços
3839-4/99	Reciclagem	Serviços
3900-5/00	Meio Ambiente	Serviços
4110-7/00	Construção Civil	Serviços
4120-4/00	Construção Civil	Serviços
4211-1/01	Infraestrutura	Serviços
4211-1/02	Infraestrutura	Serviços
4212-0/00	Infraestrutura	Serviços
4213-8/00	Urbanização	Serviços
4221-9/01	Energia	Serviços
4221-9/02	Energia	Serviços
4221-9/03	Energia	Serviços
4221-9/04	Telecomunicações	Serviços
4221-9/05	Telecomunicações	Serviços
4222-7/01	Infraestrutura	Serviços
4222-7/02	Infraestrutura	Serviços
4223-5/00	Infraestrutura	Serviços
4291-0/00	Infraestrutura	Serviços
4292-8/01	Indústria	Serviços
4292-8/02	Indústria	Serviços
4299-5/01	Infraestrutura	Serviços
4299-5/99	Infraestrutura	Serviços
4311-8/01	Demolição	Serviços
4311-8/02	Construção Civil	Serviços
4312-6/00	Construção Civil	Serviços
4313-4/00	Construção Civil	Serviços
4319-3/00	Construção Civil	Serviços
4321-5/00	Instalações	Serviços
4322-3/01	Instalações	Serviços
4322-3/02	Instalações	Serviços
4322-3/03	Segurança	Serviços
4329-1/01	Publicidade	Serviços
4329-1/02	Navegação	Serviços
4329-1/03	Logística	Serviços Mant. Transportes 
4329-1/04	Iluminação	Serviços
4329-1/05	Tratamentos	Serviços
4329-1/99	Instalações	Serviços
4330-4/01	Construção Civil	Serviços
4330-4/02	Construção Civil	Serviços
4330-4/03	Construção Civil	Serviços
4330-4/04	Construção Civil	Serviços
4330-4/05	Construção Civil	Serviços
4330-4/99	Construção Civil	Serviços
4391-6/00	Construção Civil	Serviços
4399-1/01	Construção Civil	Serviços
4399-1/02	Construção Civil	Serviços
4399-1/03	Construção Civil	Serviços
4399-1/04	Construção Civil	Serviços
